Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,180056
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,338332
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,56705185
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,57830587
El Salvador,SLV,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
El Salvador,SLV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
El Salvador,SLV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
El Salvador,SLV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
El Salvador,SLV,"Population ages 0-14, female",SP.POP.0014.FE.IN,773135
El Salvador,SLV,"Population ages 0-14, male",SP.POP.0014.MA.IN,817546
El Salvador,SLV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1981855
El Salvador,SLV,"Population ages 15-64, female",SP.POP.1564.FE.IN,2232299
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,34382
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,62742
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3312439
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,2997185
Equatorial Guinea,GNQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Equatorial Guinea,GNQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Equatorial Guinea,GNQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Equatorial Guinea,GNQ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Equatorial Guinea,GNQ,"Population ages 0-14, female",SP.POP.0014.FE.IN,343408
Equatorial Guinea,GNQ,"Population ages 0-14, male",SP.POP.0014.MA.IN,349134
Equatorial Guinea,GNQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,594271
Equatorial Guinea,GNQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,493792
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,3291
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,4608
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,872672
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,974877
Eritrea,ERI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Eritrea,ERI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Eritrea,ERI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Eritrea,ERI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Eritrea,ERI,"Population ages 0-14, female",SP.POP.0014.FE.IN,664555
Eritrea,ERI,"Population ages 0-14, male",SP.POP.0014.MA.IN,677703
Eritrea,ERI,"Population ages 15-64, male",SP.POP.1564.MA.IN,973672
Eritrea,ERI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1010406
Eritrea,ERI,"Population ages 80 and above, male",SP.POP.80UP.MA,8747
Eritrea,ERI,"Population ages 80 and above, female",SP.POP.80UP.FE,13161
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1757866
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1712524
Estonia,EST,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Estonia,EST,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Estonia,EST,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Estonia,EST,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Estonia,EST,"Population ages 0-14, female",SP.POP.0014.FE.IN,106447
Estonia,EST,"Population ages 0-14, male",SP.POP.0014.MA.IN,112364
Estonia,EST,"Population ages 15-64, male",SP.POP.1564.MA.IN,437240
Estonia,EST,"Population ages 15-64, female",SP.POP.1564.FE.IN,427652
Estonia,EST,"Population ages 80 and above, male",SP.POP.80UP.MA,22024
Estonia,EST,"Population ages 80 and above, female",SP.POP.80UP.FE,61873
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,719434
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,650852
Eswatini,SWZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Eswatini,SWZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Eswatini,SWZ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Eswatini,SWZ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Eswatini,SWZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,206164
Eswatini,SWZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,208135
Eswatini,SWZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,375487
Eswatini,SWZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,389692
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,2528
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,4323
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,626490
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,604016
Ethiopia,ETH,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Ethiopia,ETH,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Ethiopia,ETH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Ethiopia,ETH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Ethiopia,ETH,"Population ages 0-14, female",SP.POP.0014.FE.IN,24845761
Ethiopia,ETH,"Population ages 0-14, male",SP.POP.0014.MA.IN,25814544
Ethiopia,ETH,"Population ages 15-64, male",SP.POP.1564.MA.IN,36851724
Ethiopia,ETH,"Population ages 15-64, female",SP.POP.1564.FE.IN,37098451
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,213586
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,316585
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,64205530
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,64486162
Euro area,EMU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Euro area,EMU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Euro area,EMU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Euro area,EMU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Euro area,EMU,"Population ages 0-14, female",SP.POP.0014.FE.IN,24464120
Euro area,EMU,"Population ages 0-14, male",SP.POP.0014.MA.IN,25781399
Euro area,EMU,"Population ages 15-64, male",SP.POP.1564.MA.IN,111697102
Euro area,EMU,"Population ages 15-64, female",SP.POP.1564.FE.IN,110696058
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8748119
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14379951
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,178498715
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,171172087
Europe & Central Asia,ECS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Europe & Central Asia,ECS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Europe & Central Asia,ECS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Europe & Central Asia,ECS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Europe & Central Asia,ECS,"Population ages 0-14, female",SP.POP.0014.FE.IN,79283770
Europe & Central Asia,ECS,"Population ages 0-14, male",SP.POP.0014.MA.IN,83522931
Europe & Central Asia,ECS,"Population ages 15-64, male",SP.POP.1564.MA.IN,297683461
Europe & Central Asia,ECS,"Population ages 15-64, female",SP.POP.1564.FE.IN,300341347
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,15001303
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27725404
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,475779687
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,449190178
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Europe & Central Asia (excluding high income),ECA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Europe & Central Asia (excluding high income),ECA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, female",SP.POP.0014.FE.IN,28150857
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, male",SP.POP.0014.MA.IN,29630153
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, male",SP.POP.1564.MA.IN,81497208
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, female",SP.POP.1564.FE.IN,82592791
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,1633024
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,3829758
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,127322927
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,121823281
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, female",SP.POP.0014.FE.IN,45301854
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, male",SP.POP.0014.MA.IN,47717775
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, male",SP.POP.1564.MA.IN,148818943
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, female",SP.POP.1564.FE.IN,152800589
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3867642
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,9791350
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,238424947
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,220600505
European Union,EUU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
European Union,EUU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
European Union,EUU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
European Union,EUU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
European Union,EUU,"Population ages 0-14, female",SP.POP.0014.FE.IN,31942144
European Union,EUU,"Population ages 0-14, male",SP.POP.0014.MA.IN,33658579
European Union,EUU,"Population ages 15-64, male",SP.POP.1564.MA.IN,143941601
European Union,EUU,"Population ages 15-64, female",SP.POP.1564.FE.IN,142262868
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10299756
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17389738
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,229279525
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,219524517
Faroe Islands,FRO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Faroe Islands,FRO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Faroe Islands,FRO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Faroe Islands,FRO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Faroe Islands,FRO,"Population ages 0-14, female",SP.POP.0014.FE.IN,5354
Faroe Islands,FRO,"Population ages 0-14, male",SP.POP.0014.MA.IN,5628
Faroe Islands,FRO,"Population ages 15-64, male",SP.POP.1564.MA.IN,17848
Faroe Islands,FRO,"Population ages 15-64, female",SP.POP.1564.FE.IN,15994
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1055
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1385
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,26304
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,28178
Fiji,FJI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Fiji,FJI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Fiji,FJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Fiji,FJI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Fiji,FJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,124554
Fiji,FJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,128525
Fiji,FJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,305052
Fiji,FJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,307394
Fiji,FJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2308
Fiji,FJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4624
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,465493
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,458652
Finland,FIN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Finland,FIN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Finland,FIN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Finland,FIN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Finland,FIN,"Population ages 0-14, female",SP.POP.0014.FE.IN,407615
Finland,FIN,"Population ages 0-14, male",SP.POP.0014.MA.IN,426343
Finland,FIN,"Population ages 15-64, male",SP.POP.1564.MA.IN,1750802
Finland,FIN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1682584
Finland,FIN,"Population ages 80 and above, male",SP.POP.80UP.MA,123309
Finland,FIN,"Population ages 80 and above, female",SP.POP.80UP.FE,210031
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2824431
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2759480
Fragile and conflict affected situations,FCS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Fragile and conflict affected situations,FCS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Fragile and conflict affected situations,FCS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Fragile and conflict affected situations,FCS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Fragile and conflict affected situations,FCS,"Population ages 0-14, female",SP.POP.0014.FE.IN,204492560
Fragile and conflict affected situations,FCS,"Population ages 0-14, male",SP.POP.0014.MA.IN,210708781
Fragile and conflict affected situations,FCS,"Population ages 15-64, male",SP.POP.1564.MA.IN,299387934
Fragile and conflict affected situations,FCS,"Population ages 15-64, female",SP.POP.1564.FE.IN,301728281
Fragile and conflict affected situations,FCS,"Population ages 80 and above, male",SP.POP.80UP.MA,2204509
Fragile and conflict affected situations,FCS,"Population ages 80 and above, female",SP.POP.80UP.FE,3928079
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,530513855
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,528275679
France,FRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
France,FRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
France,FRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
France,FRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
France,FRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,5595478
France,FRA,"Population ages 0-14, male",SP.POP.0014.MA.IN,5866425
France,FRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,20804839
France,FRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,21168802
France,FRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1549983
France,FRA,"Population ages 80 and above, female",SP.POP.80UP.FE,2664254
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,35189170
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,33098317
French Polynesia,PYF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
French Polynesia,PYF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
French Polynesia,PYF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
French Polynesia,PYF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
French Polynesia,PYF,"Population ages 0-14, female",SP.POP.0014.FE.IN,26825
French Polynesia,PYF,"Population ages 0-14, male",SP.POP.0014.MA.IN,28649
French Polynesia,PYF,"Population ages 15-64, male",SP.POP.1564.MA.IN,98879
French Polynesia,PYF,"Population ages 15-64, female",SP.POP.1564.FE.IN,96614
French Polynesia,PYF,"Population ages 80 and above, male",SP.POP.80UP.MA,2382
French Polynesia,PYF,"Population ages 80 and above, female",SP.POP.80UP.FE,3219
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,138862
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,142256
Gabon,GAB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Gabon,GAB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Gabon,GAB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Gabon,GAB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Gabon,GAB,"Population ages 0-14, female",SP.POP.0014.FE.IN,452971
Gabon,GAB,"Population ages 0-14, male",SP.POP.0014.MA.IN,458007
Gabon,GAB,"Population ages 15-64, male",SP.POP.1564.MA.IN,757812
Gabon,GAB,"Population ages 15-64, female",SP.POP.1564.FE.IN,715568
Gabon,GAB,"Population ages 80 and above, male",SP.POP.80UP.MA,6751
Gabon,GAB,"Population ages 80 and above, female",SP.POP.80UP.FE,9187
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1222547
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1262242
"Gambia, The",GMB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
"Gambia, The",GMB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
"Gambia, The",GMB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
"Gambia, The",GMB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
"Gambia, The",GMB,"Population ages 0-14, female",SP.POP.0014.FE.IN,543828
"Gambia, The",GMB,"Population ages 0-14, male",SP.POP.0014.MA.IN,555027
"Gambia, The",GMB,"Population ages 15-64, male",SP.POP.1564.MA.IN,752376
"Gambia, The",GMB,"Population ages 15-64, female",SP.POP.1564.FE.IN,766276
"Gambia, The",GMB,"Population ages 80 and above, male",SP.POP.80UP.MA,4266
"Gambia, The",GMB,"Population ages 80 and above, female",SP.POP.80UP.FE,5256
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1354585
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1343260
Georgia,GEO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Georgia,GEO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Georgia,GEO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Georgia,GEO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Georgia,GEO,"Population ages 0-14, female",SP.POP.0014.FE.IN,378719
Georgia,GEO,"Population ages 0-14, male",SP.POP.0014.MA.IN,403049
Georgia,GEO,"Population ages 15-64, male",SP.POP.1564.MA.IN,1128347
Georgia,GEO,"Population ages 15-64, female",SP.POP.1564.FE.IN,1236251
Georgia,GEO,"Population ages 80 and above, male",SP.POP.80UP.MA,32475
Georgia,GEO,"Population ages 80 and above, female",SP.POP.80UP.FE,98745
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1983955
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1731528
Germany,DEU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Germany,DEU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Germany,DEU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Germany,DEU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Germany,DEU,"Population ages 0-14, female",SP.POP.0014.FE.IN,5638126
Germany,DEU,"Population ages 0-14, male",SP.POP.0014.MA.IN,5950761
Germany,DEU,"Population ages 15-64, male",SP.POP.1564.MA.IN,26771339
Germany,DEU,"Population ages 15-64, female",SP.POP.1564.FE.IN,25940226
Germany,DEU,"Population ages 80 and above, male",SP.POP.80UP.MA,2444087
Germany,DEU,"Population ages 80 and above, female",SP.POP.80UP.FE,3794285
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42160349
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,41119651
Ghana,GHA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Ghana,GHA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Ghana,GHA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Ghana,GHA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Ghana,GHA,"Population ages 0-14, female",SP.POP.0014.FE.IN,6037066
Ghana,GHA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6187036
Ghana,GHA,"Population ages 15-64, male",SP.POP.1564.MA.IN,10142789
Ghana,GHA,"Population ages 15-64, female",SP.POP.1564.FE.IN,10193909
Ghana,GHA,"Population ages 80 and above, male",SP.POP.80UP.MA,67976
Ghana,GHA,"Population ages 80 and above, female",SP.POP.80UP.FE,106023
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,16910369
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,16877545
Gibraltar,GIB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Gibraltar,GIB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Gibraltar,GIB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Gibraltar,GIB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Gibraltar,GIB,"Population ages 0-14, female",SP.POP.0014.FE.IN,3320
Gibraltar,GIB,"Population ages 0-14, male",SP.POP.0014.MA.IN,3526
Gibraltar,GIB,"Population ages 15-64, male",SP.POP.1564.MA.IN,12500
Gibraltar,GIB,"Population ages 15-64, female",SP.POP.1564.FE.IN,12404
Gibraltar,GIB,"Population ages 80 and above, male",SP.POP.80UP.MA,616
Gibraltar,GIB,"Population ages 80 and above, female",SP.POP.80UP.FE,1001
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,19326
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,19145
Greece,GRC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Greece,GRC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Greece,GRC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Greece,GRC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Greece,GRC,"Population ages 0-14, female",SP.POP.0014.FE.IN,687337
Greece,GRC,"Population ages 0-14, male",SP.POP.0014.MA.IN,726451
Greece,GRC,"Population ages 15-64, male",SP.POP.1564.MA.IN,3254053
Greece,GRC,"Population ages 15-64, female",SP.POP.1564.FE.IN,3294203
Greece,GRC,"Population ages 80 and above, male",SP.POP.80UP.MA,297054
Greece,GRC,"Population ages 80 and above, female",SP.POP.80UP.FE,471088
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5365598
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5039990
Greenland,GRL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Greenland,GRL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Greenland,GRL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Greenland,GRL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Greenland,GRL,"Population ages 0-14, female",SP.POP.0014.FE.IN,5750
Greenland,GRL,"Population ages 0-14, male",SP.POP.0014.MA.IN,6079
Greenland,GRL,"Population ages 15-64, male",SP.POP.1564.MA.IN,20718
Greenland,GRL,"Population ages 15-64, female",SP.POP.1564.FE.IN,18563
Greenland,GRL,"Population ages 80 and above, male",SP.POP.80UP.MA,315
Greenland,GRL,"Population ages 80 and above, female",SP.POP.80UP.FE,391
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,26929
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,29936
Grenada,GRD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Grenada,GRD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Grenada,GRD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Grenada,GRD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Grenada,GRD,"Population ages 0-14, female",SP.POP.0014.FE.IN,11388
Grenada,GRD,"Population ages 0-14, male",SP.POP.0014.MA.IN,11849
Grenada,GRD,"Population ages 15-64, male",SP.POP.1564.MA.IN,40608
Grenada,GRD,"Population ages 15-64, female",SP.POP.1564.FE.IN,39339
Grenada,GRD,"Population ages 80 and above, male",SP.POP.80UP.MA,1263
Grenada,GRD,"Population ages 80 and above, female",SP.POP.80UP.FE,2250
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,58334
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,58747
Guam,GUM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Guam,GUM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Guam,GUM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Guam,GUM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Guam,GUM,"Population ages 0-14, female",SP.POP.0014.FE.IN,20979
Guam,GUM,"Population ages 0-14, male",SP.POP.0014.MA.IN,22346
Guam,GUM,"Population ages 15-64, male",SP.POP.1564.MA.IN,52777
