Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Cayman Islands,CYM,"Population ages 15-64, female",SP.POP.1564.FE.IN,26713,27121
Cayman Islands,CYM,"Population ages 80 and above, female",SP.POP.80UP.FE,605,628
Cayman Islands,CYM,"Population ages 80 and above, male",SP.POP.80UP.MA,426,451
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,35969,36676
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,35622,36362
Central African Republic,CAF,"Population ages 0-14, male",SP.POP.0014.MA.IN,1264604,1276927
Central African Republic,CAF,"Population ages 0-14, female",SP.POP.0014.FE.IN,1244408,1256335
Central African Republic,CAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,1143751,1144575
Central African Republic,CAF,"Population ages 15-64, female",SP.POP.1564.FE.IN,1335990,1366626
Central African Republic,CAF,"Population ages 80 and above, female",SP.POP.80UP.FE,4365,4251
Central African Republic,CAF,"Population ages 80 and above, male",SP.POP.80UP.MA,2830,2698
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,2456263,2467628
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,2641776,2684793
Central Europe and the Baltics,CEB,"Population ages 0-14, male",SP.POP.0014.MA.IN,7921412,7827222
Central Europe and the Baltics,CEB,"Population ages 0-14, female",SP.POP.0014.FE.IN,7525006,7433281
Central Europe and the Baltics,CEB,"Population ages 15-64, male",SP.POP.1564.MA.IN,32777466,32676489
Central Europe and the Baltics,CEB,"Population ages 15-64, female",SP.POP.1564.FE.IN,32228423,32091286
Central Europe and the Baltics,CEB,"Population ages 80 and above, female",SP.POP.80UP.FE,3099341,3108116
Central Europe and the Baltics,CEB,"Population ages 80 and above, male",SP.POP.80UP.MA,1424168,1439922
Central Europe and the Baltics,CEB,"Population, male",SP.POP.TOTL.MA.IN,48589815,48540523
Central Europe and the Baltics,CEB,"Population, female",SP.POP.TOTL.FE.IN,51699586,51635336
Chad,TCD,"Population ages 0-14, male",SP.POP.0014.MA.IN,4435854,4576898
Chad,TCD,"Population ages 0-14, female",SP.POP.0014.FE.IN,4312650,4452287
Chad,TCD,"Population ages 15-64, male",SP.POP.1564.MA.IN,4651454,4932515
Chad,TCD,"Population ages 15-64, female",SP.POP.1564.FE.IN,4676008,4956538
Chad,TCD,"Population ages 80 and above, female",SP.POP.80UP.FE,23428,24815
Chad,TCD,"Population ages 80 and above, male",SP.POP.80UP.MA,16596,18116
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,9258738,9691189
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,9196578,9627875
Channel Islands,CHI,"Population ages 0-14, male",SP.POP.0014.MA.IN,12484,12349
Channel Islands,CHI,"Population ages 0-14, female",SP.POP.0014.FE.IN,11948,11793
Channel Islands,CHI,"Population ages 15-64, male",SP.POP.1564.MA.IN,55312,55395
Channel Islands,CHI,"Population ages 15-64, female",SP.POP.1564.FE.IN,55127,55179
Channel Islands,CHI,"Population ages 80 and above, female",SP.POP.80UP.FE,5216,5229
Channel Islands,CHI,"Population ages 80 and above, male",SP.POP.80UP.MA,3569,3550
Channel Islands,CHI,"Population, male",SP.POP.TOTL.MA.IN,82618,82826
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,84597,84865
Chile,CHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,1768982,1741074
Chile,CHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,1703159,1676484
Chile,CHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,6766988,6802439
Chile,CHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,6713337,6746890
Chile,CHL,"Population ages 80 and above, female",SP.POP.80UP.FE,364751,371391
Chile,CHL,"Population ages 80 and above, male",SP.POP.80UP.MA,245804,253115
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,9717972,9770154
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,9835064,9888681
China,CHN,"Population ages 0-14, male",SP.POP.0014.MA.IN,129330427,125009291
China,CHN,"Population ages 0-14, female",SP.POP.0014.FE.IN,112459348,109022006
China,CHN,"Population ages 15-64, male",SP.POP.1564.MA.IN,502966153,502922178
China,CHN,"Population ages 15-64, female",SP.POP.1564.FE.IN,472794096,471798189
China,CHN,"Population ages 80 and above, female",SP.POP.80UP.FE,20609359,21143382
China,CHN,"Population ages 80 and above, male",SP.POP.80UP.MA,13265182,13480058
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,720456300,719169536
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,691718700,691540464
Colombia,COL,"Population ages 0-14, male",SP.POP.0014.MA.IN,5533372,5500279
Colombia,COL,"Population ages 0-14, female",SP.POP.0014.FE.IN,5307425,5276751
Colombia,COL,"Population ages 15-64, male",SP.POP.1564.MA.IN,17939389,18147107
Colombia,COL,"Population ages 15-64, female",SP.POP.1564.FE.IN,18297952,18491682
Colombia,COL,"Population ages 80 and above, female",SP.POP.80UP.FE,466469,491003
Colombia,COL,"Population ages 80 and above, male",SP.POP.80UP.MA,275628,290957
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,25533693,25818556
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,26204251,26502596
Comoros,COM,"Population ages 0-14, male",SP.POP.0014.MA.IN,159764,161337
Comoros,COM,"Population ages 0-14, female",SP.POP.0014.FE.IN,154881,156719
Comoros,COM,"Population ages 15-64, male",SP.POP.1564.MA.IN,242633,248865
Comoros,COM,"Population ages 15-64, female",SP.POP.1564.FE.IN,239745,245429
Comoros,COM,"Population ages 80 and above, female",SP.POP.80UP.FE,2867,3022
Comoros,COM,"Population ages 80 and above, male",SP.POP.80UP.MA,2244,2336
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,419558,427697
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,414630,422690
"Congo, Dem. Rep.",COD,"Population ages 0-14, male",SP.POP.0014.MA.IN,23652247,24429256
"Congo, Dem. Rep.",COD,"Population ages 0-14, female",SP.POP.0014.FE.IN,23565162,24327420
"Congo, Dem. Rep.",COD,"Population ages 15-64, male",SP.POP.1564.MA.IN,25722686,26582466
"Congo, Dem. Rep.",COD,"Population ages 15-64, female",SP.POP.1564.FE.IN,26317335,27204583
"Congo, Dem. Rep.",COD,"Population ages 80 and above, female",SP.POP.80UP.FE,226247,236495
"Congo, Dem. Rep.",COD,"Population ages 80 and above, male",SP.POP.80UP.MA,156496,163913
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,50798301,52483883
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,51598667,53305848
"Congo, Rep.",COG,"Population ages 0-14, male",SP.POP.0014.MA.IN,1255610,1274989
"Congo, Rep.",COG,"Population ages 0-14, female",SP.POP.0014.FE.IN,1234258,1252803
"Congo, Rep.",COG,"Population ages 15-64, male",SP.POP.1564.MA.IN,1683700,1734286
"Congo, Rep.",COG,"Population ages 15-64, female",SP.POP.1564.FE.IN,1689543,1740600
"Congo, Rep.",COG,"Population ages 80 and above, female",SP.POP.80UP.FE,12061,12234
"Congo, Rep.",COG,"Population ages 80 and above, male",SP.POP.80UP.MA,8697,8882
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,3017464,3091229
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,3017640,3091656
Costa Rica,CRI,"Population ages 0-14, male",SP.POP.0014.MA.IN,514885,504012
Costa Rica,CRI,"Population ages 0-14, female",SP.POP.0014.FE.IN,493319,482936
Costa Rica,CRI,"Population ages 15-64, male",SP.POP.1564.MA.IN,1739054,1749335
Costa Rica,CRI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1762196,1770934
Costa Rica,CRI,"Population ages 80 and above, female",SP.POP.80UP.FE,73277,76251
Costa Rica,CRI,"Population ages 80 and above, male",SP.POP.80UP.MA,48214,50407
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2512039,2523133
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2569726,2582392
Cote d'Ivoire,CIV,"Population ages 0-14, male",SP.POP.0014.MA.IN,6416446,6509759
Cote d'Ivoire,CIV,"Population ages 0-14, female",SP.POP.0014.FE.IN,6246924,6354308
Cote d'Ivoire,CIV,"Population ages 15-64, male",SP.POP.1564.MA.IN,8692084,8961959
Cote d'Ivoire,CIV,"Population ages 15-64, female",SP.POP.1564.FE.IN,8269697,8539219
Cote d'Ivoire,CIV,"Population ages 80 and above, female",SP.POP.80UP.FE,57111,58695
Cote d'Ivoire,CIV,"Population ages 80 and above, male",SP.POP.80UP.MA,44510,45395
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,15491846,15869633
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,14903156,15296021
Croatia,HRV,"Population ages 0-14, male",SP.POP.0014.MA.IN,283690,280808
Croatia,HRV,"Population ages 0-14, female",SP.POP.0014.FE.IN,267702,264896
Croatia,HRV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1221948,1220752
Croatia,HRV,"Population ages 15-64, female",SP.POP.1564.FE.IN,1215372,1212629
Croatia,HRV,"Population ages 80 and above, female",SP.POP.80UP.FE,151443,152287
Croatia,HRV,"Population ages 80 and above, male",SP.POP.80UP.MA,70064,70819
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,1858433,1861175
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,1997208,1998511
Cuba,CUB,"Population ages 0-14, male",SP.POP.0014.MA.IN,893940,882018
Cuba,CUB,"Population ages 0-14, female",SP.POP.0014.FE.IN,839908,827611
Cuba,CUB,"Population ages 15-64, male",SP.POP.1564.MA.IN,3783481,3762511
Cuba,CUB,"Population ages 15-64, female",SP.POP.1564.FE.IN,3786647,3763054
Cuba,CUB,"Population ages 80 and above, female",SP.POP.80UP.FE,244959,254935
Cuba,CUB,"Population ages 80 and above, male",SP.POP.80UP.MA,173620,179845
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5461345,5438940
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5598475,5580991
Curacao,CUW,"Population ages 0-14, male",SP.POP.0014.MA.IN,11902,11479
Curacao,CUW,"Population ages 0-14, female",SP.POP.0014.FE.IN,11479,11059
Curacao,CUW,"Population ages 15-64, male",SP.POP.1564.MA.IN,50403,49752
Curacao,CUW,"Population ages 15-64, female",SP.POP.1564.FE.IN,52521,51497
Curacao,CUW,"Population ages 80 and above, female",SP.POP.80UP.FE,2937,3050
Curacao,CUW,"Population ages 80 and above, male",SP.POP.80UP.MA,1203,1230
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,71330,70330
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,78666,77532
Cyprus,CYP,"Population ages 0-14, male",SP.POP.0014.MA.IN,109980,111229
Cyprus,CYP,"Population ages 0-14, female",SP.POP.0014.FE.IN,103482,104693
Cyprus,CYP,"Population ages 15-64, male",SP.POP.1564.MA.IN,474693,477656
Cyprus,CYP,"Population ages 15-64, female",SP.POP.1564.FE.IN,455785,458754
Cyprus,CYP,"Population ages 80 and above, female",SP.POP.80UP.FE,26419,27091
Cyprus,CYP,"Population ages 80 and above, male",SP.POP.80UP.MA,17436,17939
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,670825,677602
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,660545,667374
Czechia,CZE,"Population ages 0-14, male",SP.POP.0014.MA.IN,871084,871477
Czechia,CZE,"Population ages 0-14, female",SP.POP.0014.FE.IN,830874,831314
Czechia,CZE,"Population ages 15-64, male",SP.POP.1564.MA.IN,3467333,3542390
Czechia,CZE,"Population ages 15-64, female",SP.POP.1564.FE.IN,3313089,3386746
Czechia,CZE,"Population ages 80 and above, female",SP.POP.80UP.FE,303970,318219
Czechia,CZE,"Population ages 80 and above, male",SP.POP.80UP.MA,157430,167271
Czechia,CZE,"Population, male",SP.POP.TOTL.MA.IN,5261543,5356990
Czechia,CZE,"Population, female",SP.POP.TOTL.FE.IN,5410575,5507052
Denmark,DNK,"Population ages 0-14, male",SP.POP.0014.MA.IN,485972,484413
Denmark,DNK,"Population ages 0-14, female",SP.POP.0014.FE.IN,460656,459187
Denmark,DNK,"Population ages 15-64, male",SP.POP.1564.MA.IN,1894342,1906274
Denmark,DNK,"Population ages 15-64, female",SP.POP.1564.FE.IN,1857803,1871995
Denmark,DNK,"Population ages 80 and above, female",SP.POP.80UP.FE,176608,184389
Denmark,DNK,"Population ages 80 and above, male",SP.POP.80UP.MA,121291,128194
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2935909,2955957
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2967128,2990995
Djibouti,DJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,172673,172475
Djibouti,DJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,168722,168503
Djibouti,DJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,367650,374714
Djibouti,DJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,375434,382650
Djibouti,DJI,"Population ages 80 and above, female",SP.POP.80UP.FE,3997,4209
Djibouti,DJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2733,2875
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,563858,571602
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,573238,581342
Dominica,DMA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6083,6020
Dominica,DMA,"Population ages 0-14, female",SP.POP.0014.FE.IN,6141,6025
Dominica,DMA,"Population ages 15-64, male",SP.POP.1564.MA.IN,23432,23256
Dominica,DMA,"Population ages 15-64, female",SP.POP.1564.FE.IN,22759,22733
Dominica,DMA,"Population ages 80 and above, female",SP.POP.80UP.FE,1135,1088
Dominica,DMA,"Population ages 80 and above, male",SP.POP.80UP.MA,715,686
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,33498,33298
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,33328,33212
Dominican Republic,DOM,"Population ages 0-14, male",SP.POP.0014.MA.IN,1556711,1554392
Dominican Republic,DOM,"Population ages 0-14, female",SP.POP.0014.FE.IN,1497145,1495305
Dominican Republic,DOM,"Population ages 15-64, male",SP.POP.1564.MA.IN,3673328,3706413
Dominican Republic,DOM,"Population ages 15-64, female",SP.POP.1564.FE.IN,3685151,3716148
Dominican Republic,DOM,"Population ages 80 and above, female",SP.POP.80UP.FE,95518,97566
Dominican Republic,DOM,"Population ages 80 and above, male",SP.POP.80UP.MA,51674,52536
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,5586214,5634533
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,5644520,5696732
Early-demographic dividend,EAR,"Population ages 0-14, male",SP.POP.0014.MA.IN,501743123,500665212
Early-demographic dividend,EAR,"Population ages 0-14, female",SP.POP.0014.FE.IN,472249468,471511631
Early-demographic dividend,EAR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1159811058,1176571151
Early-demographic dividend,EAR,"Population ages 15-64, female",SP.POP.1564.FE.IN,1119829062,1136349760
Early-demographic dividend,EAR,"Population ages 80 and above, female",SP.POP.80UP.FE,19842880,20542380
Early-demographic dividend,EAR,"Population ages 80 and above, male",SP.POP.80UP.MA,13399396,13913664
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,1760877278,1780789311
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,1709767556,1730287500
East Asia & Pacific,EAS,"Population ages 0-14, male",SP.POP.0014.MA.IN,236918314,231663940
East Asia & Pacific,EAS,"Population ages 0-14, female",SP.POP.0014.FE.IN,214603557,210203862
East Asia & Pacific,EAS,"Population ages 15-64, male",SP.POP.1564.MA.IN,827750026,830092097
East Asia & Pacific,EAS,"Population ages 15-64, female",SP.POP.1564.FE.IN,793785980,795023994
East Asia & Pacific,EAS,"Population ages 80 and above, female",SP.POP.80UP.FE,37346553,38375247
East Asia & Pacific,EAS,"Population ages 80 and above, male",SP.POP.80UP.MA,22882764,23425292
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1201425454,1203196804
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,1178222842,1181266807
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, male",SP.POP.0014.MA.IN,220918952,215926520
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, female",SP.POP.0014.FE.IN,199476659,195316126
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, male",SP.POP.1564.MA.IN,748274133,750460569
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, female",SP.POP.1564.FE.IN,715912040,717051085
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, female",SP.POP.80UP.FE,26376137,27076923
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, male",SP.POP.80UP.MA,16335618,16638214
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,1080388471,1081763112
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,1053171937,1055764642
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,218353201,213357627
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,197041520,192878501
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,739106918,741310779
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,706831044,707994289
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, female",SP.POP.80UP.FE,25950688,26638242
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, male",SP.POP.80UP.MA,16149616,16440965
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,1067401619,1068720709
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,1039859504,1042418443
Ecuador,ECU,"Population ages 0-14, male",SP.POP.0014.MA.IN,2321543,2295029
Ecuador,ECU,"Population ages 0-14, female",SP.POP.0014.FE.IN,2226535,2200835
Ecuador,ECU,"Population ages 15-64, male",SP.POP.1564.MA.IN,5939028,6016666
Ecuador,ECU,"Population ages 15-64, female",SP.POP.1564.FE.IN,5937544,6012446
Ecuador,ECU,"Population ages 80 and above, female",SP.POP.80UP.FE,160242,167428
Ecuador,ECU,"Population ages 80 and above, male",SP.POP.80UP.MA,100816,105842
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,8888825,8964951
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,8935072,9015132
"Egypt, Arab Rep.",EGY,"Population ages 0-14, male",SP.POP.0014.MA.IN,18940063,19018870
"Egypt, Arab Rep.",EGY,"Population ages 0-14, female",SP.POP.0014.FE.IN,18056542,18130945
"Egypt, Arab Rep.",EGY,"Population ages 15-64, male",SP.POP.1564.MA.IN,35596147,36366261
"Egypt, Arab Rep.",EGY,"Population ages 15-64, female",SP.POP.1564.FE.IN,34587835,35327629
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,330263,338332
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,175305,180056
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,56867200,57830587
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,55751050,56705185
El Salvador,SLV,"Population ages 0-14, male",SP.POP.0014.MA.IN,827480,817546
El Salvador,SLV,"Population ages 0-14, female",SP.POP.0014.FE.IN,781353,773135
El Salvador,SLV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1961240,1981855
El Salvador,SLV,"Population ages 15-64, female",SP.POP.1564.FE.IN,2216511,2232299
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,60782,62742
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,33702,34382
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,2983400,2997185
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3296919,3312439
Equatorial Guinea,GNQ,"Population ages 0-14, male",SP.POP.0014.MA.IN,342530,349134
Equatorial Guinea,GNQ,"Population ages 0-14, female",SP.POP.0014.FE.IN,337012,343408
Equatorial Guinea,GNQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,580054,594271
Equatorial Guinea,GNQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,479607,493792
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,4485,4608
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,3208,3291
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,952684,974877
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,850861,872672
Eritrea,ERI,"Population ages 0-14, male",SP.POP.0014.MA.IN,674710,677703
Eritrea,ERI,"Population ages 0-14, female",SP.POP.0014.FE.IN,661829,664555
Eritrea,ERI,"Population ages 15-64, male",SP.POP.1564.MA.IN,947384,973672
Eritrea,ERI,"Population ages 15-64, female",SP.POP.1564.FE.IN,985190,1010406
Eritrea,ERI,"Population ages 80 and above, female",SP.POP.80UP.FE,12511,13161
Eritrea,ERI,"Population ages 80 and above, male",SP.POP.80UP.MA,8283,8747
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1681805,1712524
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1727642,1757866
Estonia,EST,"Population ages 0-14, male",SP.POP.0014.MA.IN,112417,112364
Estonia,EST,"Population ages 0-14, female",SP.POP.0014.FE.IN,106543,106447
Estonia,EST,"Population ages 15-64, male",SP.POP.1564.MA.IN,429977,437240
Estonia,EST,"Population ages 15-64, female",SP.POP.1564.FE.IN,421637,427652
Estonia,EST,"Population ages 80 and above, female",SP.POP.80UP.FE,61162,61873
Estonia,EST,"Population ages 80 and above, male",SP.POP.80UP.MA,21654,22024
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,640136,650852
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,708704,719434
Eswatini,SWZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,207665,208135
Eswatini,SWZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,206164,206164
Eswatini,SWZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,371070,375487
Eswatini,SWZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,385078,389692
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,4066,4323
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,2426,2528
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,598334,604016
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,620583,626490
Ethiopia,ETH,"Population ages 0-14, male",SP.POP.0014.MA.IN,25367292,25814544
Ethiopia,ETH,"Population ages 0-14, female",SP.POP.0014.FE.IN,24417547,24845761
Ethiopia,ETH,"Population ages 15-64, male",SP.POP.1564.MA.IN,35723399,36851724
Ethiopia,ETH,"Population ages 15-64, female",SP.POP.1564.FE.IN,35958523,37098451
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,298303,316585
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,202783,213586
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,62841233,64486162
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,62543054,64205530
Euro area,EMU,"Population ages 0-14, male",SP.POP.0014.MA.IN,26028196,25781399
Euro area,EMU,"Population ages 0-14, female",SP.POP.0014.FE.IN,24694874,24464120
Euro area,EMU,"Population ages 15-64, male",SP.POP.1564.MA.IN,111596767,111697102
Euro area,EMU,"Population ages 15-64, female",SP.POP.1564.FE.IN,110698114,110696058
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14269685,14379951
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8614480,8748119
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,170632290,171172087
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,177994882,178498715
Europe & Central Asia,ECS,"Population ages 0-14, male",SP.POP.0014.MA.IN,84315453,83522931
Europe & Central Asia,ECS,"Population ages 0-14, female",SP.POP.0014.FE.IN,80059357,79283770
Europe & Central Asia,ECS,"Population ages 15-64, male",SP.POP.1564.MA.IN,298487249,297683461
Europe & Central Asia,ECS,"Population ages 15-64, female",SP.POP.1564.FE.IN,301545848,300341347
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27772126,27725404
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,14893788,15001303
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,449309119,449190178
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,476076216,475779687
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, male",SP.POP.0014.MA.IN,29891059,29630153
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, female",SP.POP.0014.FE.IN,28419586,28150857
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, male",SP.POP.1564.MA.IN,82194819,81497208
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, female",SP.POP.1564.FE.IN,83413194,82592791
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,3930662,3829758
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,1689823,1633024
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,122586205,121823281
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,128247817,127322927
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, male",SP.POP.0014.MA.IN,48225206,47717775
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, female",SP.POP.0014.FE.IN,45810511,45301854
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, male",SP.POP.1564.MA.IN,150012512,148818943
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, female",SP.POP.1564.FE.IN,154260797,152800589
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,10056550,9791350
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3986926,3867642
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,221739379,220600505
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,239700792,238424947
European Union,EUU,"Population ages 0-14, male",SP.POP.0014.MA.IN,34001977,33658579
European Union,EUU,"Population ages 0-14, female",SP.POP.0014.FE.IN,32266179,31942144
European Union,EUU,"Population ages 15-64, male",SP.POP.1564.MA.IN,143919812,143941601
European Union,EUU,"Population ages 15-64, female",SP.POP.1564.FE.IN,142373325,142262868
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17257564,17389738
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10134608,10299756
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,219023451,219524517
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,228823769,229279525
